peppermint,dittany,lavender,ginger_root_width(mm),powdered_dragon_claw(mg),fluxweed(mg),drops_of_tree_wood_oil,fire_seed,rose_petal,daisy_root_width,daisy_root_height,water(ml),dragon_blood(ml),porcupine_quills,drops_of_red_wine,gillyweed(mg),honey(mg),morning_dew,ginger_root_height(mm),leech_juice(ml)
1.0,0.0,0.0,1625.0,15.0,6.0,923.0,1.0,1.0,15.0,16.0,1405.0,2.9,20.0,5.0,64.0,4.5,0.0,219.0,92.0
1.0,1.0,0.0,1688.0,20.0,5.0,2393.0,0.0,0.0,8.0,14.0,938.0,2.2,5.0,3.0,20.0,3.0,1.0,1332.0,155.0
1.0,0.0,0.0,1161.0,10.0,8.0,2668.0,0.0,0.0,6.0,7.0,504.0,3.0,22.0,9.0,54.0,2.8,1.0,283.0,84.0
1.0,1.0,1.0,1651.0,6.0,8.0,592.0,0.0,1.0,5.0,13.0,1419.0,2.9,8.0,4.0,58.0,4.7,0.0,496.0,116.0
0.0,0.0,0.0,644.0,8.0,4.0,301.0,0.0,0.0,4.0,8.0,1369.0,2.8,12.0,6.0,58.0,4.9,1.0,38.0,178.0
1.0,1.0,0.0,1668.0,2.0,10.0,2109.0,0.0,1.0,11.0,17.0,1541.0,2.1,12.0,2.0,43.0,4.6,0.0,1114.0,161.0
0.0,0.0,0.0,1340.0,9.0,10.0,2600.0,1.0,1.0,11.0,14.0,1703.0,2.3,8.0,5.0,12.0,3.6,1.0,552.0,196.0
1.0,1.0,0.0,1895.0,21.0,5.0,794.0,1.0,0.0,14.0,19.0,1765.0,2.2,15.0,14.0,12.0,2.5,0.0,240.0,186.0
1.0,0.0,1.0,681.0,22.0,6.0,1151.0,0.0,1.0,9.0,10.0,988.0,2.8,20.0,15.0,30.0,2.8,1.0,201.0,184.0
1.0,0.0,1.0,1976.0,16.0,7.0,2544.0,0.0,1.0,3.0,12.0,1336.0,2.6,10.0,7.0,44.0,4.4,0.0,1189.0,117.0
1.0,1.0,1.0,1197.0,14.0,8.0,1245.0,1.0,0.0,20.0,21.0,1727.0,3.0,7.0,10.0,54.0,2.5,1.0,1127.0,187.0
1.0,1.0,1.0,605.0,9.0,6.0,1932.0,1.0,0.0,14.0,15.0,616.0,2.2,6.0,5.0,26.0,4.9,0.0,411.0,96.0
1.0,0.0,1.0,549.0,2.0,4.0,472.0,1.0,1.0,2.0,9.0,1158.0,2.8,17.0,2.0,52.0,3.2,1.0,324.0,161.0
1.0,1.0,0.0,1556.0,19.0,7.0,2542.0,0.0,0.0,4.0,19.0,1446.0,2.5,17.0,4.0,50.0,2.6,1.0,1094.0,84.0
1.0,1.0,1.0,1991.0,6.0,6.0,376.0,0.0,0.0,6.0,20.0,639.0,2.8,10.0,5.0,62.0,4.3,0.0,1127.0,99.0
0.0,0.0,0.0,1373.0,22.0,8.0,2361.0,0.0,0.0,8.0,15.0,724.0,3.0,5.0,14.0,14.0,3.1,0.0,140.0,95.0
0.0,1.0,0.0,1044.0,6.0,8.0,3631.0,0.0,1.0,19.0,21.0,1364.0,2.5,7.0,2.0,49.0,4.9,1.0,602.0,188.0
1.0,0.0,1.0,1300.0,6.0,9.0,3801.0,1.0,0.0,3.0,18.0,1463.0,2.5,6.0,5.0,42.0,4.4,0.0,1267.0,143.0
1.0,0.0,0.0,697.0,12.0,3.0,2330.0,0.0,0.0,12.0,19.0,1327.0,2.1,4.0,4.0,52.0,3.9,0.0,501.0,148.0
1.0,1.0,0.0,969.0,16.0,3.0,2486.0,0.0,0.0,4.0,20.0,1349.0,2.6,13.0,7.0,46.0,4.9,0.0,436.0,134.0
1.0,0.0,1.0,1327.0,15.0,4.0,1735.0,0.0,1.0,5.0,7.0,1993.0,2.9,10.0,7.0,66.0,4.7,1.0,1060.0,147.0
1.0,0.0,1.0,1991.0,17.0,10.0,606.0,1.0,1.0,16.0,18.0,1069.0,2.6,13.0,5.0,42.0,4.4,0.0,496.0,124.0
0.0,0.0,0.0,657.0,21.0,10.0,3610.0,0.0,1.0,3.0,17.0,1597.0,2.3,18.0,9.0,14.0,4.6,1.0,346.0,123.0
1.0,1.0,1.0,979.0,22.0,10.0,3698.0,1.0,1.0,2.0,11.0,1499.0,2.1,5.0,6.0,12.0,2.9,0.0,100.0,155.0
1.0,1.0,1.0,540.0,6.0,5.0,1039.0,0.0,1.0,5.0,17.0,1516.0,2.6,17.0,5.0,14.0,3.4,0.0,308.0,140.0
1.0,0.0,1.0,1813.0,15.0,4.0,1785.0,1.0,0.0,14.0,15.0,1563.0,2.5,12.0,12.0,6.0,2.5,1.0,887.0,136.0
1.0,0.0,1.0,1165.0,15.0,6.0,2109.0,0.0,1.0,7.0,20.0,1761.0,2.4,18.0,12.0,17.0,3.4,1.0,384.0,103.0
0.0,1.0,0.0,1261.0,9.0,5.0,2325.0,0.0,0.0,10.0,11.0,1970.0,2.8,9.0,2.0,24.0,2.9,0.0,863.0,117.0
0.0,0.0,0.0,639.0,5.0,4.0,1411.0,1.0,1.0,7.0,18.0,1960.0,2.2,5.0,2.0,6.0,3.9,0.0,306.0,192.0
1.0,1.0,1.0,1339.0,4.0,9.0,866.0,1.0,1.0,10.0,11.0,1663.0,3.0,4.0,3.0,8.0,2.8,0.0,596.0,111.0
1.0,0.0,0.0,1918.0,22.0,3.0,1493.0,1.0,0.0,4.0,18.0,964.0,2.9,16.0,16.0,4.0,3.0,0.0,1620.0,127.0
1.0,1.0,1.0,1081.0,12.0,9.0,771.0,1.0,0.0,15.0,21.0,1946.0,2.2,5.0,11.0,61.0,2.6,0.0,636.0,134.0
1.0,1.0,1.0,699.0,9.0,6.0,3239.0,1.0,0.0,14.0,21.0,759.0,2.2,11.0,7.0,60.0,4.3,0.0,537.0,165.0
1.0,1.0,1.0,1684.0,16.0,9.0,2146.0,0.0,1.0,14.0,15.0,1873.0,2.1,14.0,9.0,22.0,4.0,1.0,90.0,83.0
1.0,1.0,1.0,977.0,8.0,10.0,433.0,0.0,1.0,8.0,17.0,801.0,2.8,8.0,3.0,65.0,4.3,1.0,363.0,146.0
1.0,0.0,1.0,991.0,9.0,4.0,2005.0,0.0,0.0,6.0,14.0,1489.0,2.8,5.0,7.0,44.0,3.5,0.0,859.0,122.0
1.0,1.0,1.0,1990.0,20.0,8.0,3894.0,1.0,1.0,3.0,7.0,1733.0,2.5,6.0,6.0,6.0,3.4,1.0,811.0,165.0
0.0,1.0,0.0,1969.0,9.0,5.0,2270.0,0.0,0.0,7.0,15.0,1218.0,2.4,6.0,6.0,49.0,5.0,1.0,1854.0,201.0
1.0,1.0,1.0,1237.0,2.0,3.0,1048.0,0.0,1.0,6.0,7.0,1705.0,2.6,15.0,2.0,24.0,2.5,0.0,288.0,194.0
1.0,0.0,0.0,1798.0,11.0,6.0,320.0,0.0,1.0,12.0,13.0,1244.0,2.2,21.0,10.0,30.0,4.4,0.0,317.0,168.0
1.0,1.0,1.0,1289.0,12.0,5.0,1442.0,1.0,0.0,10.0,19.0,1459.0,2.3,14.0,3.0,18.0,3.9,0.0,1015.0,104.0
1.0,0.0,0.0,590.0,14.0,7.0,3695.0,0.0,1.0,16.0,19.0,1504.0,2.2,18.0,2.0,56.0,3.2,1.0,67.0,140.0
1.0,0.0,1.0,850.0,13.0,4.0,2338.0,1.0,0.0,6.0,12.0,1673.0,2.1,9.0,9.0,63.0,2.6,0.0,265.0,131.0
1.0,0.0,1.0,876.0,12.0,5.0,1207.0,1.0,1.0,9.0,14.0,1563.0,2.8,5.0,3.0,29.0,3.6,1.0,664.0,176.0
1.0,1.0,1.0,818.0,20.0,4.0,1595.0,0.0,0.0,13.0,21.0,597.0,2.4,4.0,2.0,22.0,4.6,0.0,625.0,124.0
0.0,1.0,0.0,1024.0,6.0,7.0,707.0,1.0,0.0,5.0,13.0,1221.0,2.7,8.0,2.0,19.0,3.0,1.0,475.0,198.0
1.0,0.0,0.0,1756.0,2.0,9.0,2313.0,1.0,0.0,8.0,9.0,726.0,2.5,9.0,2.0,46.0,4.7,0.0,1275.0,189.0
1.0,0.0,1.0,1634.0,5.0,10.0,3059.0,1.0,0.0,3.0,11.0,1913.0,2.7,7.0,3.0,38.0,2.9,1.0,870.0,110.0
1.0,0.0,1.0,1263.0,16.0,7.0,1020.0,0.0,1.0,3.0,19.0,1132.0,2.1,18.0,6.0,60.0,4.5,0.0,90.0,134.0
0.0,1.0,0.0,1226.0,12.0,3.0,2127.0,0.0,0.0,17.0,19.0,664.0,2.8,17.0,7.0,22.0,2.5,1.0,1003.0,140.0
1.0,1.0,0.0,686.0,7.0,8.0,2368.0,1.0,0.0,10.0,18.0,1172.0,2.4,4.0,4.0,42.0,4.9,1.0,429.0,171.0
1.0,1.0,1.0,1265.0,5.0,7.0,3089.0,0.0,0.0,6.0,18.0,596.0,2.1,6.0,4.0,30.0,2.8,1.0,1013.0,134.0
1.0,1.0,0.0,1037.0,21.0,4.0,2001.0,1.0,1.0,11.0,17.0,1119.0,2.1,4.0,4.0,23.0,2.5,0.0,497.0,179.0
0.0,0.0,0.0,1291.0,8.0,6.0,2727.0,1.0,1.0,12.0,17.0,639.0,2.6,9.0,4.0,30.0,2.8,0.0,1082.0,196.0
1.0,1.0,1.0,1933.0,21.0,8.0,652.0,1.0,1.0,2.0,19.0,858.0,2.7,12.0,16.0,21.0,3.1,0.0,1059.0,127.0
1.0,1.0,0.0,1265.0,20.0,10.0,817.0,1.0,0.0,8.0,18.0,1673.0,2.9,12.0,15.0,7.0,2.5,1.0,400.0,181.0
1.0,1.0,1.0,1378.0,9.0,4.0,3428.0,0.0,0.0,6.0,7.0,1381.0,2.8,19.0,7.0,38.0,3.1,1.0,540.0,202.0
1.0,0.0,0.0,686.0,14.0,9.0,3014.0,1.0,0.0,6.0,16.0,565.0,2.3,17.0,5.0,49.0,4.0,0.0,213.0,117.0
1.0,1.0,1.0,861.0,4.0,5.0,597.0,0.0,0.0,6.0,20.0,1162.0,2.7,17.0,3.0,65.0,3.1,0.0,764.0,168.0
1.0,0.0,1.0,1411.0,12.0,9.0,1405.0,0.0,0.0,10.0,17.0,735.0,2.2,4.0,7.0,9.0,4.1,1.0,447.0,176.0
0.0,1.0,0.0,758.0,4.0,4.0,2551.0,0.0,0.0,9.0,11.0,844.0,2.6,21.0,3.0,9.0,4.2,0.0,22.0,190.0
1.0,0.0,1.0,788.0,4.0,4.0,3558.0,1.0,0.0,14.0,20.0,1816.0,2.4,18.0,3.0,11.0,3.4,0.0,758.0,143.0
1.0,0.0,1.0,1164.0,9.0,7.0,438.0,1.0,1.0,10.0,12.0,1551.0,2.4,13.0,2.0,29.0,3.5,0.0,634.0,115.0
0.0,1.0,0.0,1609.0,19.0,3.0,3024.0,1.0,1.0,7.0,15.0,1977.0,2.9,21.0,4.0,33.0,3.9,0.0,777.0,153.0
1.0,0.0,0.0,1888.0,17.0,10.0,878.0,1.0,1.0,2.0,18.0,1672.0,2.8,7.0,2.0,49.0,3.6,1.0,1708.0,141.0
1.0,0.0,1.0,1566.0,12.0,8.0,435.0,1.0,0.0,9.0,12.0,1051.0,2.3,8.0,10.0,4.0,2.6,0.0,41.0,174.0
0.0,1.0,0.0,1922.0,14.0,10.0,1785.0,0.0,1.0,5.0,19.0,1932.0,2.8,15.0,13.0,18.0,4.0,0.0,1903.0,188.0
1.0,1.0,1.0,1729.0,21.0,4.0,1117.0,1.0,0.0,4.0,18.0,1959.0,2.8,20.0,20.0,38.0,3.2,0.0,1196.0,153.0
0.0,0.0,0.0,1318.0,9.0,9.0,758.0,0.0,0.0,7.0,16.0,877.0,2.1,8.0,4.0,25.0,2.7,0.0,302.0,112.0
1.0,1.0,1.0,1092.0,5.0,6.0,431.0,0.0,0.0,6.0,11.0,1279.0,2.3,16.0,2.0,43.0,5.0,1.0,904.0,202.0
1.0,1.0,0.0,1296.0,5.0,9.0,438.0,0.0,1.0,8.0,12.0,850.0,2.1,17.0,3.0,10.0,4.8,1.0,9.0,105.0
1.0,0.0,1.0,1025.0,12.0,6.0,1597.0,1.0,0.0,2.0,16.0,1732.0,2.1,14.0,2.0,22.0,4.0,1.0,420.0,145.0
1.0,1.0,1.0,1374.0,12.0,4.0,819.0,0.0,1.0,3.0,16.0,1256.0,2.2,18.0,4.0,29.0,3.2,1.0,1290.0,136.0
1.0,0.0,1.0,726.0,17.0,6.0,1426.0,0.0,1.0,14.0,17.0,620.0,2.1,9.0,11.0,15.0,3.0,1.0,593.0,82.0
1.0,1.0,1.0,1717.0,10.0,6.0,2251.0,0.0,0.0,5.0,16.0,1214.0,2.3,6.0,3.0,48.0,4.6,1.0,613.0,104.0
0.0,1.0,0.0,696.0,6.0,6.0,1286.0,1.0,0.0,9.0,19.0,822.0,2.3,19.0,4.0,60.0,2.5,0.0,470.0,162.0
1.0,0.0,1.0,1231.0,4.0,9.0,544.0,1.0,0.0,3.0,13.0,1322.0,2.6,16.0,2.0,43.0,4.1,1.0,125.0,146.0
1.0,0.0,1.0,1372.0,19.0,3.0,653.0,1.0,1.0,8.0,11.0,1381.0,3.0,9.0,16.0,65.0,4.1,1.0,209.0,85.0
1.0,1.0,0.0,1317.0,2.0,5.0,1307.0,0.0,1.0,10.0,14.0,559.0,2.5,5.0,2.0,26.0,3.6,0.0,1133.0,127.0
0.0,0.0,0.0,1464.0,2.0,7.0,2396.0,0.0,0.0,11.0,19.0,1212.0,2.1,9.0,2.0,65.0,2.5,0.0,1179.0,95.0
1.0,0.0,0.0,1728.0,19.0,10.0,3741.0,0.0,0.0,3.0,16.0,1128.0,2.9,15.0,5.0,51.0,2.7,0.0,116.0,167.0
1.0,1.0,1.0,1210.0,12.0,4.0,2192.0,1.0,1.0,14.0,18.0,714.0,2.2,6.0,5.0,37.0,2.5,1.0,560.0,86.0
1.0,1.0,1.0,728.0,21.0,9.0,3871.0,0.0,1.0,20.0,21.0,1377.0,2.9,12.0,5.0,11.0,3.1,1.0,477.0,147.0
0.0,1.0,0.0,909.0,10.0,5.0,2632.0,0.0,0.0,10.0,20.0,698.0,2.3,11.0,8.0,53.0,2.5,0.0,651.0,199.0
1.0,0.0,1.0,1998.0,14.0,8.0,1356.0,0.0,1.0,9.0,18.0,1694.0,2.9,21.0,5.0,63.0,4.1,0.0,977.0,178.0
0.0,1.0,0.0,1770.0,5.0,6.0,3798.0,1.0,0.0,12.0,19.0,1701.0,2.5,14.0,3.0,61.0,2.5,1.0,468.0,99.0
1.0,0.0,0.0,1396.0,11.0,9.0,1946.0,0.0,1.0,6.0,11.0,1177.0,2.3,11.0,4.0,21.0,3.3,1.0,875.0,166.0
1.0,1.0,0.0,1734.0,18.0,5.0,3803.0,1.0,0.0,2.0,14.0,1959.0,2.6,9.0,13.0,33.0,2.9,0.0,398.0,183.0
1.0,1.0,1.0,943.0,11.0,10.0,1466.0,0.0,1.0,8.0,9.0,1323.0,2.4,18.0,2.0,65.0,3.3,1.0,819.0,111.0
1.0,0.0,1.0,745.0,21.0,10.0,3581.0,0.0,0.0,10.0,21.0,1884.0,2.8,22.0,13.0,46.0,4.0,1.0,6.0,115.0
1.0,1.0,0.0,1015.0,8.0,8.0,3655.0,1.0,0.0,3.0,9.0,706.0,2.2,17.0,6.0,55.0,4.2,1.0,253.0,188.0
1.0,1.0,1.0,988.0,9.0,9.0,1496.0,0.0,1.0,12.0,20.0,1540.0,2.2,14.0,8.0,15.0,4.3,1.0,569.0,123.0
1.0,1.0,0.0,794.0,16.0,3.0,1368.0,1.0,0.0,2.0,9.0,1792.0,2.1,22.0,11.0,4.0,4.5,1.0,624.0,186.0
1.0,0.0,1.0,833.0,14.0,10.0,1303.0,1.0,1.0,8.0,10.0,1009.0,2.8,14.0,7.0,23.0,4.9,1.0,481.0,187.0
0.0,0.0,0.0,919.0,18.0,9.0,3766.0,0.0,1.0,11.0,16.0,1446.0,2.4,12.0,11.0,40.0,4.1,0.0,626.0,106.0
1.0,0.0,1.0,1035.0,5.0,5.0,608.0,1.0,1.0,2.0,8.0,1622.0,2.2,20.0,2.0,32.0,4.2,0.0,834.0,187.0
0.0,1.0,0.0,535.0,5.0,9.0,3251.0,0.0,0.0,2.0,21.0,871.0,2.6,14.0,2.0,4.0,3.9,0.0,521.0,199.0
1.0,0.0,0.0,675.0,14.0,9.0,3802.0,1.0,1.0,5.0,10.0,1375.0,2.2,16.0,4.0,52.0,3.0,0.0,107.0,129.0
1.0,1.0,1.0,607.0,12.0,4.0,3904.0,1.0,1.0,11.0,13.0,1850.0,2.7,5.0,4.0,44.0,3.4,0.0,156.0,181.0
1.0,0.0,1.0,1333.0,20.0,4.0,366.0,1.0,0.0,3.0,13.0,901.0,2.9,9.0,15.0,59.0,2.5,1.0,790.0,174.0
1.0,0.0,1.0,601.0,21.0,9.0,3478.0,1.0,1.0,10.0,13.0,1988.0,2.1,19.0,9.0,41.0,2.5,1.0,253.0,91.0
0.0,1.0,0.0,1853.0,13.0,10.0,2258.0,0.0,1.0,3.0,8.0,767.0,2.3,21.0,5.0,46.0,4.5,1.0,1366.0,90.0
1.0,0.0,0.0,1637.0,3.0,5.0,442.0,0.0,0.0,12.0,16.0,1360.0,2.6,15.0,2.0,62.0,3.7,0.0,891.0,149.0
1.0,1.0,1.0,1811.0,3.0,6.0,822.0,1.0,1.0,20.0,21.0,1942.0,2.2,5.0,2.0,7.0,3.0,1.0,590.0,196.0
0.0,0.0,0.0,771.0,2.0,8.0,1749.0,0.0,1.0,2.0,9.0,1144.0,2.6,16.0,2.0,4.0,3.2,1.0,625.0,116.0
0.0,1.0,0.0,1264.0,11.0,9.0,1798.0,0.0,0.0,8.0,18.0,1158.0,2.1,15.0,8.0,63.0,2.5,1.0,1216.0,91.0
1.0,1.0,1.0,1660.0,17.0,5.0,1380.0,1.0,0.0,17.0,20.0,1399.0,2.2,6.0,7.0,5.0,4.4,1.0,435.0,123.0
0.0,0.0,0.0,565.0,3.0,7.0,1477.0,0.0,0.0,6.0,13.0,1831.0,2.8,9.0,2.0,38.0,3.7,0.0,293.0,114.0
1.0,0.0,1.0,631.0,2.0,4.0,3114.0,1.0,1.0,7.0,14.0,1656.0,2.3,12.0,2.0,45.0,3.5,1.0,548.0,111.0
0.0,1.0,0.0,1746.0,13.0,5.0,1253.0,1.0,1.0,6.0,15.0,1626.0,3.0,20.0,2.0,60.0,4.6,1.0,1532.0,202.0
1.0,1.0,0.0,1480.0,20.0,9.0,826.0,1.0,1.0,7.0,17.0,1464.0,2.2,15.0,3.0,27.0,3.7,0.0,93.0,184.0
0.0,0.0,0.0,1041.0,22.0,6.0,1222.0,1.0,1.0,5.0,11.0,1733.0,2.5,22.0,20.0,62.0,4.3,1.0,144.0,173.0
0.0,0.0,0.0,1471.0,4.0,8.0,487.0,1.0,1.0,9.0,14.0,1190.0,2.3,9.0,2.0,56.0,3.5,1.0,1152.0,200.0
1.0,0.0,1.0,1158.0,4.0,7.0,1466.0,1.0,1.0,11.0,17.0,1606.0,2.6,22.0,2.0,65.0,3.9,1.0,643.0,95.0
0.0,1.0,0.0,879.0,11.0,9.0,3775.0,0.0,1.0,11.0,13.0,1962.0,2.2,8.0,3.0,9.0,4.1,1.0,870.0,167.0
0.0,1.0,0.0,1012.0,14.0,7.0,345.0,1.0,1.0,16.0,21.0,557.0,2.2,5.0,4.0,19.0,2.5,1.0,958.0,165.0
0.0,0.0,0.0,1744.0,3.0,4.0,597.0,1.0,1.0,2.0,21.0,1204.0,2.1,5.0,2.0,21.0,4.4,0.0,406.0,124.0
1.0,1.0,1.0,1978.0,9.0,3.0,2440.0,0.0,0.0,13.0,15.0,1223.0,2.5,12.0,3.0,30.0,2.5,1.0,1897.0,141.0
1.0,1.0,0.0,871.0,4.0,5.0,393.0,0.0,1.0,4.0,7.0,690.0,3.0,10.0,2.0,4.0,3.5,1.0,273.0,91.0
1.0,0.0,0.0,1436.0,5.0,7.0,2678.0,0.0,1.0,10.0,19.0,1247.0,2.7,9.0,4.0,32.0,2.6,0.0,332.0,107.0
1.0,1.0,0.0,596.0,15.0,7.0,1888.0,0.0,0.0,13.0,21.0,743.0,2.3,11.0,3.0,16.0,3.5,1.0,336.0,180.0
1.0,0.0,1.0,559.0,9.0,4.0,2242.0,1.0,1.0,8.0,12.0,1177.0,2.6,7.0,3.0,47.0,3.7,1.0,92.0,169.0
1.0,1.0,1.0,1265.0,13.0,8.0,1187.0,1.0,1.0,6.0,17.0,785.0,2.3,8.0,11.0,29.0,3.7,1.0,460.0,152.0
1.0,0.0,1.0,860.0,6.0,7.0,2246.0,1.0,1.0,11.0,16.0,653.0,2.2,21.0,4.0,65.0,2.8,1.0,550.0,178.0
0.0,1.0,0.0,1313.0,9.0,6.0,1521.0,0.0,1.0,2.0,15.0,870.0,2.4,4.0,7.0,7.0,2.9,0.0,42.0,139.0
0.0,0.0,0.0,1777.0,21.0,10.0,526.0,0.0,0.0,5.0,11.0,537.0,2.2,6.0,7.0,26.0,3.9,0.0,400.0,192.0
0.0,0.0,0.0,1593.0,9.0,8.0,2074.0,1.0,0.0,10.0,12.0,842.0,2.7,21.0,8.0,35.0,2.9,1.0,1484.0,152.0
0.0,1.0,0.0,1629.0,9.0,4.0,2005.0,1.0,1.0,9.0,10.0,1119.0,2.2,16.0,2.0,33.0,2.6,1.0,1260.0,148.0
1.0,1.0,0.0,1249.0,11.0,4.0,2721.0,1.0,1.0,4.0,21.0,675.0,2.4,11.0,4.0,5.0,4.2,1.0,1111.0,86.0
0.0,0.0,0.0,1426.0,22.0,10.0,3440.0,1.0,1.0,5.0,16.0,964.0,2.1,22.0,5.0,19.0,3.1,0.0,548.0,163.0
1.0,1.0,0.0,1375.0,7.0,8.0,3787.0,0.0,1.0,12.0,15.0,1772.0,2.6,16.0,2.0,11.0,4.3,0.0,1100.0,185.0
0.0,1.0,0.0,1666.0,6.0,8.0,2213.0,1.0,1.0,6.0,9.0,617.0,2.6,20.0,2.0,44.0,2.5,0.0,106.0,165.0
1.0,1.0,0.0,759.0,17.0,7.0,1737.0,0.0,0.0,2.0,9.0,677.0,2.9,15.0,12.0,62.0,4.3,0.0,194.0,146.0
1.0,0.0,1.0,593.0,18.0,8.0,1054.0,1.0,0.0,11.0,13.0,1253.0,2.7,13.0,12.0,31.0,2.5,0.0,310.0,135.0
1.0,0.0,1.0,1102.0,11.0,6.0,982.0,1.0,0.0,11.0,15.0,1197.0,2.1,19.0,3.0,25.0,4.0,0.0,165.0,84.0
1.0,1.0,1.0,1733.0,11.0,4.0,2946.0,1.0,0.0,8.0,10.0,776.0,2.5,4.0,4.0,12.0,2.5,1.0,1482.0,190.0
1.0,1.0,1.0,1031.0,21.0,6.0,2131.0,0.0,1.0,11.0,15.0,1419.0,2.9,14.0,12.0,47.0,2.5,0.0,366.0,168.0
0.0,0.0,0.0,1886.0,9.0,5.0,1109.0,1.0,1.0,5.0,9.0,1174.0,2.1,7.0,6.0,43.0,4.1,0.0,1316.0,97.0
0.0,0.0,0.0,1013.0,17.0,4.0,3357.0,0.0,0.0,7.0,14.0,644.0,2.8,15.0,5.0,36.0,4.8,0.0,333.0,199.0
1.0,1.0,1.0,1452.0,22.0,8.0,816.0,0.0,0.0,9.0,13.0,579.0,2.9,21.0,10.0,39.0,4.4,1.0,1089.0,163.0
1.0,1.0,1.0,795.0,16.0,9.0,258.0,0.0,1.0,9.0,20.0,928.0,2.8,4.0,8.0,61.0,2.8,0.0,86.0,163.0
1.0,1.0,1.0,524.0,7.0,3.0,3485.0,0.0,1.0,3.0,12.0,1660.0,2.7,17.0,2.0,41.0,3.4,0.0,412.0,184.0
0.0,0.0,0.0,1385.0,21.0,10.0,2055.0,1.0,0.0,14.0,21.0,1762.0,2.8,18.0,7.0,65.0,3.4,1.0,1384.0,129.0
1.0,1.0,0.0,1212.0,20.0,5.0,1223.0,1.0,1.0,14.0,20.0,1386.0,2.1,17.0,17.0,62.0,4.8,0.0,985.0,84.0
1.0,1.0,0.0,576.0,19.0,5.0,3840.0,1.0,0.0,4.0,11.0,709.0,2.8,9.0,4.0,27.0,4.1,0.0,497.0,133.0
1.0,1.0,1.0,1900.0,11.0,5.0,448.0,1.0,0.0,15.0,18.0,1697.0,2.7,17.0,8.0,48.0,2.5,1.0,1793.0,202.0
1.0,0.0,0.0,1048.0,4.0,3.0,1019.0,0.0,0.0,5.0,13.0,1864.0,3.0,11.0,3.0,64.0,3.5,0.0,388.0,184.0
1.0,0.0,1.0,966.0,11.0,4.0,3503.0,1.0,1.0,13.0,15.0,1368.0,2.1,5.0,2.0,36.0,2.7,0.0,404.0,152.0
1.0,1.0,1.0,1484.0,6.0,6.0,3206.0,1.0,1.0,3.0,20.0,1022.0,2.7,11.0,5.0,29.0,2.7,0.0,921.0,130.0
1.0,1.0,0.0,1743.0,18.0,4.0,3273.0,0.0,0.0,2.0,16.0,1724.0,2.8,17.0,10.0,20.0,4.6,0.0,867.0,179.0
1.0,0.0,1.0,509.0,6.0,5.0,1362.0,0.0,0.0,14.0,17.0,906.0,2.4,13.0,5.0,37.0,3.8,0.0,44.0,170.0
1.0,0.0,1.0,1407.0,20.0,4.0,1148.0,0.0,1.0,3.0,8.0,1774.0,2.5,19.0,19.0,47.0,3.6,1.0,839.0,161.0
1.0,1.0,0.0,1271.0,3.0,4.0,2384.0,1.0,1.0,6.0,8.0,1341.0,2.1,9.0,2.0,42.0,4.3,0.0,214.0,125.0
1.0,1.0,1.0,898.0,22.0,7.0,2524.0,0.0,0.0,7.0,12.0,1722.0,2.8,4.0,20.0,4.0,3.6,0.0,336.0,190.0
0.0,1.0,0.0,884.0,5.0,10.0,1726.0,1.0,1.0,3.0,7.0,1846.0,2.7,16.0,3.0,53.0,4.3,1.0,535.0,160.0
0.0,1.0,0.0,1715.0,11.0,8.0,1181.0,1.0,0.0,5.0,12.0,1602.0,2.6,20.0,3.0,21.0,4.5,0.0,833.0,90.0
1.0,0.0,0.0,1167.0,6.0,4.0,1287.0,1.0,0.0,2.0,7.0,1334.0,2.5,11.0,4.0,13.0,2.8,1.0,760.0,189.0
1.0,0.0,1.0,1103.0,3.0,9.0,2677.0,1.0,0.0,13.0,14.0,1227.0,2.6,17.0,2.0,4.0,2.7,1.0,219.0,140.0
1.0,0.0,0.0,821.0,7.0,9.0,3435.0,1.0,1.0,7.0,8.0,759.0,2.5,12.0,6.0,66.0,2.9,1.0,116.0,159.0
1.0,0.0,0.0,1387.0,4.0,4.0,3285.0,0.0,1.0,3.0,19.0,1711.0,3.0,17.0,3.0,15.0,4.1,0.0,976.0,158.0
1.0,1.0,1.0,616.0,10.0,4.0,2849.0,0.0,1.0,4.0,11.0,1813.0,2.2,6.0,5.0,24.0,4.0,0.0,360.0,84.0
1.0,1.0,1.0,1052.0,6.0,5.0,1902.0,0.0,1.0,10.0,18.0,974.0,2.7,21.0,2.0,56.0,3.7,0.0,683.0,109.0
0.0,1.0,0.0,1615.0,8.0,7.0,2821.0,0.0,0.0,19.0,21.0,583.0,2.7,11.0,2.0,61.0,4.2,0.0,805.0,187.0
1.0,0.0,1.0,1165.0,16.0,9.0,1458.0,0.0,0.0,5.0,11.0,1124.0,2.3,22.0,2.0,42.0,2.5,1.0,677.0,158.0
0.0,1.0,0.0,852.0,21.0,6.0,1386.0,0.0,1.0,11.0,21.0,1583.0,2.4,4.0,11.0,43.0,3.0,1.0,695.0,174.0
1.0,0.0,1.0,1560.0,2.0,3.0,347.0,0.0,0.0,8.0,12.0,1746.0,2.7,16.0,2.0,64.0,4.8,0.0,623.0,160.0
0.0,0.0,0.0,1250.0,22.0,3.0,584.0,0.0,0.0,6.0,8.0,876.0,2.5,17.0,7.0,10.0,3.3,0.0,444.0,187.0
1.0,0.0,1.0,632.0,2.0,10.0,2106.0,0.0,0.0,6.0,9.0,948.0,2.2,18.0,2.0,21.0,4.1,1.0,161.0,156.0
